Margin D,% Home Ownership,% Married Couples,% Poverty,% Bachelor's Degree or Higher,% Less than High School,% Non-Hispanic White,% Black,% Native,% Asian,% Hispanic,% Foreign Born
-34.79,62.3398,57.9053,11.7865,21.5091,15.3735,66.671,2.4712,0.4032,1.0887,27.7255,13.8529
-57.33,77.0267,75.5367,5.1718,24.9723,4.9217,94.6826,0.1845,0.1845,0.3581,3.5269,1.1503
-68.93,79.3557,69.9197,10.5169,22.4065,6.9728,95.4026,0.5271,0.0293,0.205,2.6061,1.2006
-85.82,75.1861,72.6764,11.0862,18.3206,9.771,91.7133,0,0,0,8.2867,6.047
-74.09,73.934,61.7213,11.2722,17.5944,7.8529,99.1474,0.071,0.1066,0,0.5329,0.2842
-73.57,72.164,71.073,7.8284,22.36,6.4985,93.2691,0.1376,0.619,0.5601,4.8737,2.6334
-71.72,62.5786,64.7528,15.3263,26.4188,6.4579,91.9192,1.0101,0.5772,0,6.4935,0.2886
-60.89,76.5074,75.0351,7.9054,21.1198,5.1064,95.4963,0.1558,0,0.2182,2.5401,1.7298
-42.89,71.2296,59.4937,11.244,17.8447,8.8738,93.463,0.6299,0.014,0.21,4.2693,2.2536
-39.01,73.4107,68.0272,8.5381,17.4616,13.6725,80.3914,6.0647,0.6588,1.5695,10.2112,3.9527
-58.64,73.1433,68.4609,9.8882,26.6802,3.5755,92.0968,0.1072,0.7811,0.4901,6.2797,3.9669
-63.66,68.8047,63.9389,12.4467,20.4854,8.4519,89.6877,1.2147,0.4958,0.7437,7.2385,2.7764
-80.56,72.6974,74.4737,7.5,25.0493,4.931,98.5526,0,0,0,0.9211,0.2632
-68.99,71.4014,60.827,10.841,16.1484,11.2776,86.2097,0.0826,0.6881,0.3303,9.5513,2.147
-59.82,74.1495,72.2323,9.2856,21.6378,7.8636,85.6397,0.4035,9.0434,0.3204,2.8721,1.1156
7.76,59.7986,59.6944,12.5136,39.5184,6.3232,81.2168,3.8131,0.4892,4.1851,7.0469,7.8347
-54.65,66.9763,66.0334,9.9009,23.2461,6.47,87.7293,1.2421,0.3403,0.8649,8.6379,2.8245
-82,73.7752,79.6117,11.329,19.611,5.9968,94.3905,0,0.6472,0,4.7465,4.8544
-64.98,76.5306,74.0496,8.595,25.3247,1.9481,97.8512,0,0.3306,0,1.8182,0
-53.49,72.7749,78.9873,17.2152,21.9814,10.8359,98.481,0,0,0,1.519,0.7595
-85.43,65.6107,64.6614,14.9049,22.997,9.5785,79.732,1.26,1.3312,1.7132,15.0143,7.1095
-62.5,74.5331,67.9926,12,17.802,5.7584,92.4853,0.4617,0.0128,0.436,4.4755,2.7058
-67.51,71.5455,64.8321,8.7446,19.5303,12.5149,81.7611,0.7739,0.502,0.4811,15.4152,4.727
-58.84,80.4657,69.3596,11.3987,18.2898,6.8488,96.4447,0.395,0.2822,0,2.7935,0.6772
-43.91,72.9258,64.5377,11.5731,27.8056,8.1935,93.8047,1.4915,0.545,0.7601,2.7822,1.5632
-62.82,75.8436,69.2529,11.2341,20.9378,8.0755,94.6041,0.1414,0.0943,1.7672,2.804,1.9557
-37.81,69.8003,67.3872,10.9974,23.4351,7.2278,88.7579,0.4075,0.069,0.3386,8.0757,3.8937
-52.42,83.3879,60.9962,18.8506,17.082,12.3572,95.4322,0.151,0,0,1.812,1.3968
-72.62,77.8502,78.2427,5.0332,28.0798,11.9701,95.1741,0.1379,0.1034,0,4.2054,2.5164
-67.81,71.7798,70.8239,9.559,23.4835,6.7028,92.1868,0.3626,0.2088,0.1538,5.7033,1.3516
-74.33,75.91,72.6872,7.973,23.1722,4.5849,96.1646,0.21,0.084,0.6159,1.5258,1.2458
-56.77,72.4569,70.0382,8.6662,21.7639,11.0749,78.3626,0.5396,0.4461,0.7506,18.9817,10.4027
-61,83.0897,74.7424,7.6563,21.8252,8.6036,92.823,0.0766,0.2488,0,5.512,3.0239
-67.89,72.9365,67.134,11.7459,19.0897,7.4592,91.6976,0.6129,0.065,0.0743,5.2563,1.3466
-50.24,75.8909,60.4017,12.237,19.027,7.7562,92.1869,0.201,2.5751,0.0754,1.947,1.1054
-78.38,79.7753,75.3698,5.3064,23.1827,3.3399,96.5347,1.4851,0.7779,0,1.2023,0.7072
-28.46,70.6031,71.5549,15.2723,17.7678,16.5163,69.0049,2.2565,0.2453,1.9692,25.3399,15.2978
-11.2,68.939,70.9559,5.9494,39.7774,4.5145,80.962,3.6561,0.3416,2.5288,9.3229,5.0819
-45.18,78.0732,71.6399,8.1406,25.4408,6.7907,95.261,0.4914,0.3827,0.4205,2.2773,1.082
-43.52,66.9495,55.5313,13.5622,22.8897,12.0058,72.0048,0.7374,1.5551,0.657,23.8233,3.7783
-44.05,71.7273,72.3734,6.4888,28.8885,6.0042,94.6829,0.5474,0.0932,0.4892,2.6323,1.4851
-72.72,68.8077,62.0608,17.1373,22.7933,9.4456,81.1126,2.0837,6.7291,0.8029,5.5248,1.7205
-57.58,77.193,65.8143,12.4115,20.1893,7.0302,96.3403,0.1649,0.033,0.2967,2.242,1.5496
-77.97,72.0588,68.1706,8.5316,30.5854,6.81,92.6169,0.4102,0.4922,0,3.3634,2.297
-64.11,82.0513,73.3887,6.2118,17.844,6.35,91.808,1.4605,0,0.4868,5.5397,3.861
-56.34,78.5651,70.8639,9.7131,18.8111,7.6472,94.8982,0.4944,0.2373,0,2.5905,0.7514
-77.75,76.5343,75.814,8.3721,24.7357,6.1311,95.0388,0,0.9302,0,0,0.7752
-2.44,60.8456,47.9126,25.5244,16.3693,10.9129,35.7332,0.195,56.2456,0.8216,5.9462,1.4343
-63.52,74.2627,74.3528,9.4106,24.2232,7.718,94.7456,0.4755,0.4517,0,3.3999,1.3552
-40.34,78.2529,74.3037,7.9247,29.903,4.4395,94.4993,0.8644,0.054,0.2603,2.9124,1.051
-48.2,64.1316,70.9929,12.2325,32.3529,3.9903,89.9271,1.4466,0.15,0.4608,5.9687,3.4934
-62.68,79.6284,69.1818,10.7912,23.0456,6.1889,91.5182,0.2827,0.9047,0,5.1173,0.9047
-75.35,67.052,69.9872,13.1545,19.4399,4.4481,96.9349,0,0,0.2554,2.5543,0.5109
-51.77,71.57,72.3802,9.7651,28.4103,6.4447,90.5275,1.5569,0.4802,0.422,5.1582,1.9862
-11.36,65.4225,63.0487,13.1631,18.7953,8.3839,73.2182,2.4445,3.8048,2.7866,13.9165,7.3498
-49.04,53.7638,53.9391,13.6952,24.4589,13.9158,42.7746,11.2311,0.4624,9.5513,31.1356,22.2129
9.35,71.4093,65.781,8.7173,29.4317,6.7959,80.7716,0.7417,1.6995,1.6434,12.6901,7.4067
-29.47,71.2427,65.1326,11.7094,16.6282,13.6596,66.7361,0.4914,6.1036,1.1167,24.3819,8.5971
-55.47,58.2485,53.4787,8.9304,16.0648,11.7061,79.8762,2.58,1.6512,0,15.7895,7.2239
-66.94,73.7726,80.5825,7.9827,8.7667,5.4235,89.887,0.0538,5.0027,0.6993,4.3572,1.9365
-77.68,71.4154,65.6918,13.2836,16.7716,17.5724,65.3672,0.6477,5.1402,0.6477,27.0204,11.4987
-53.9,73.4304,60.9272,9.7034,12.3999,11.7024,64.0794,0.0709,3.1721,0.1063,31.1714,10.7212
-61.55,74.8266,64.8172,5.4952,19.6068,13.8163,86.9498,3.8031,0.7336,0.888,6.8919,2.7606
-71.02,70.7207,62.6736,11.6311,14.4414,13.1495,74.8841,0.7392,2.5267,1.3001,17.1129,6.9327
-41.14,70.6055,44.1659,19.8496,14.9461,11.0015,60.3139,5.1345,18.8789,1.278,11.6368,2.5785
-25.44,70.8141,56.8304,16.3682,10.7437,13.8895,76.2979,1.8612,1.5548,1.6336,14.6755,7.233
-40.35,66.7864,67.3474,12.0127,11.1453,19.0953,65.155,3.5374,2.449,0.9826,24.4444,9.3122
-51.03,90.3503,64.0384,8.1612,31.4115,6.3618,84.6038,1.68,0.3511,0.9278,3.2347,3.7362
-34.97,58.3242,58.378,11.2597,30.835,11.3619,63.0754,2.1493,1.3564,5.2176,24.4352,14.056
4.51,75.5688,62.8816,13.6168,13.1549,11.9371,71.588,5.6101,4.9282,0.8989,16.169,3.7711
-58.23,56.7568,56.4816,11.342,22.1722,13.0226,66.9819,1.9608,2.0065,2.6199,24.1469,12.7033
-10.41,75.5149,64.095,8.6397,32.5553,6.8138,94.9989,0.6159,0.2989,0.9345,1.6719,2.9629
1.5,79.3484,63.4828,8.9865,34.265,5.8227,95.8266,0.4674,0.0644,0.6793,1.4812,2.5925
17.18,69.437,62.2167,8.9759,33.1259,6.6402,94.0954,0.7299,0.1723,1.2611,1.8516,3.2732
-5.91,70.6566,60.2963,12.5094,18.2439,12.1544,92.045,2.4259,0.3087,0.5293,2.9457,3.2986
24.52,69.3437,60.7763,9.574,40.6239,7.1567,90.6468,1.0292,0.2495,3.668,2.3948,5.9971
7.65,66.0498,63.6568,7.7748,38.1051,7.8944,84.448,2.3376,0.1092,4.019,6.7718,9.6679
9.79,71.7734,66.3364,6.5305,35.6391,6.7512,92.4245,1.3608,0.2495,2.0912,2.1565,5.1942
2.11,77.7488,69.2288,4.6427,41.4425,4.8686,92.5284,0.7504,0.03,2.0607,2.9903,4.9223
15.22,66.014,62.0446,9.4691,35.7545,7.2198,90.6315,0.9371,0.0728,3.3015,2.5022,5.1532
3.61,73.2976,58.4891,11.6538,28.1054,8.781,95.0074,0.6542,0.3225,0.7981,1.5637,2.944
6.67,67.1257,57.8741,13.3252,28.1298,13.0011,56.395,14.0129,0.2379,7.8533,18.8459,16.4608
16.38,64.7892,70.6218,6.6524,49.348,7.4894,56.5613,5.2934,0.1075,16.2394,19.9097,30.8085
19.51,75.4211,65.7242,6.1491,38.0165,6.2527,67.4291,16.0423,0.0429,5.0184,8.0446,9.7406
33.45,66.8305,56.3913,12.2378,32.4521,11.3087,56.6701,18.2613,0.0776,5.7112,16.7684,10.9968
-15.91,77.6406,66.7808,9.7597,32.8186,7.4734,85.2685,4.4303,0.0215,0.9239,7.6843,4.7247
6.05,65.2349,52.1856,16.4907,15.5671,20.6185,46.4096,18.0967,0.6122,1.3238,30.7052,9.9805
55.41,43.9921,51.8387,15.8018,35.4577,13.9126,30.5461,38.4454,0.1392,5.2773,23.0301,27.1751
1.94,80.1235,65.6408,7.4297,33.0035,7.1105,78.5039,9.7718,0.0701,3.0917,6.2023,5.5072
46.22,31.6848,52.3057,15.2467,42.2774,15.1893,28.7861,10.5448,0.1634,14.9515,43.0787,43.1732
-4.36,82.8426,76.1903,4.5218,52.6979,5.0197,85.5315,2.3994,0.0184,4.105,6.5421,9.6849
40,63.0503,60.9925,11.6444,42.6071,11.497,49.7067,19.849,0.0897,11.0703,17.532,22.9021
22.03,63.5003,68.5801,8.4945,43.5593,10.1836,43.0614,9.5296,0.1371,23.9414,21.1579,32.8423
-2.78,73.7502,69.5576,6.9384,46.0428,6.5708,75.2425,6.7074,0.0708,5.3809,10.8046,13.6482
4.24,73.946,72.6793,4.775,54.0626,5.4884,71.3851,3.1771,0.0586,10.2639,13.3129,19.318
-28.68,79.9629,69.102,10.0935,29.9539,8.0091,84.6677,2.7682,0.0412,1.8459,9.2104,7.7768
16.53,52.7489,59.2024,15.6922,28.1718,16.2598,41.3006,10.4287,0.1293,5.1092,41.5384,30.6312
-12.78,71.111,60.9392,12.4108,21.025,11.1716,74.2531,12.8703,0.2524,1.0525,9.011,3.7641
20.97,75.7862,73.3416,5.1368,54.6645,5.4733,56.2934,9.2251,0.1249,17.5947,14.6514,25.086
-19.48,83.1327,72.556,4.936,36.1171,5.1312,86.2867,2.114,0.0113,2.0405,8.2109,7.6355
35.52,58.5741,61.5299,9.5008,35.9627,13.6491,39.5023,20.0663,0.0756,5.0407,31.5862,30.0991
-16.17,71.6931,65.9006,7.5618,33.0207,8.5042,81.6752,4.3566,0.1162,2.6563,9.2734,9.7618
24.44,62.9842,51.7153,16.6881,34.4108,11.091,38.6783,2.4706,4.1093,2.5181,49.9892,10.0562
-47.42,87.6981,50.4118,16.4459,15.6745,5.9176,80.9132,0,0.0567,0,19.0301,2.4957
-41.33,68.8885,56.671,19.4384,17.9606,21.789,38.8754,1.4261,1.0592,0.8965,56.7466,12.6136
8.65,68.684,45.6417,26.1289,14.1943,16.9736,19.3113,0.8813,39.0316,0.1487,38.3623,2.4915
-10.97,71.0234,51.9204,20.0104,21.7153,11.7711,46.7373,0.6657,0.3863,0.4274,49.4001,3.1887
-40.64,57.0196,55.8914,20.9287,19.195,18.1044,47.6273,4.9525,0.7721,1.2628,42.168,9.6919
-47.17,62.6488,63.8213,16.0298,13.0131,15.7205,44.4118,1.5686,0.2451,0,53.4804,1.2745
18.34,63.0932,57.7813,26.4158,27.14,20.5516,27.2357,1.6087,0.6577,1.0548,68.2611,17.1746
-51.8,69.4932,60.0631,14.6331,16.2116,15.5699,46.7886,1.4481,1.4169,0.459,49.1287,6.6168
7.18,68.0702,54.7105,23.957,28.8193,12.5144,45.8094,0.8746,1.8541,0.4735,50.4861,3.5708
14.48,62.6445,45.4265,15.3699,7.5574,17.3216,19.3889,0.5743,5.3297,0.2068,73.9031,1.9986
-27.72,65.4028,65.9864,14.2857,21.6901,14.6479,58.9569,0,0,0,39.6825,6.576
-15.05,70.6373,57.9967,25.7949,14.6079,17.7045,39.004,1.2567,1.3498,0,58.1103,7.866
-59.62,66.7984,62.6583,15.8201,13.6083,25.7373,35.4099,3.3951,0.8111,0.572,58.6678,16.8875
-36.37,80.571,66.5489,10.5686,25.7563,10.5138,64.9093,0.519,0.5036,0.0668,33.1843,7.8927
26.65,74.1142,71.3615,4.3635,67.4057,2.3906,71.8228,0.5745,0.8966,4.9718,17.9651,9.7933
-10.43,60.894,56.4986,27.6778,12.5203,30.2087,29.5146,1.3121,0.7433,0.8263,67.0639,17.7677
38.62,70.9197,44.8037,34.8244,11.4323,22.7538,8.6405,0.5646,73.5056,0.9815,14.2467,2.2198
31.35,85.5225,49.6463,19.969,11.0006,10.7732,15.7187,0.0441,0,0,81.4815,1.0141
-25.6,64.1957,59.7814,22.1045,17.4763,16.5974,48.8592,3.2251,6.0707,1.2489,38.2766,11.328
-38.4,61.4803,44.8314,20.3733,17.0769,18.0883,49.6157,1.6094,1.3692,0.6005,45.2919,3.2789
33.57,76.8578,46.4029,24.0466,19.2624,13.5867,12.4365,0.4418,14.3109,0.4826,71.2378,4.1932
-42.86,58.4679,57.2554,24.9113,23.9342,19.9852,51.8319,2.4142,0.5294,0.503,42.122,11.0917
8.37,78.5906,63.4541,12.7495,30.4697,10.0899,43.4858,2.0735,12.0676,1.1773,38.9092,5.3082
-28.28,71.019,56.0934,20.9576,14.9486,15.0859,38.1931,0.6742,38.0058,0.6394,20.2885,2.8352
38.75,70.342,41.5132,28.2428,21.4282,16.732,17.8275,0.9337,1.0311,0.9662,77.7381,3.6232
53.76,70.8968,53.7057,12.8103,41.0409,10.6612,42.7783,0.8875,2.5272,1.2144,51.2053,11.9898
-21.48,73.9154,45.4816,26.6511,21.0825,16.0408,64.6904,0.3989,2.0488,0.7524,30.3508,4.5327
6.52,73.3628,44.4342,29.6788,21.9519,18.1843,34.1915,0.5635,10.4579,3.2507,49.7568,6.8632
54.74,76.4191,47.3019,18.3386,28.7129,9.8669,35.2681,0.1647,5.8592,0.7869,56.8901,6.1002
-33.35,83.2211,57.5572,23.6995,14.8416,15.3896,54.6942,0.7797,0.3029,0.1482,43.0891,4.2915
-56.18,64.9462,49.5552,19.409,11.7219,18.1126,51.2945,1.4275,1.5243,0.0242,42.3421,5.565
-9.61,81.4883,58.6423,16.8837,18.521,15.5325,32.5989,1.0562,3.7842,0.513,60.5785,6.7529
31.51,56.3782,53.2579,11.8736,41.8226,7.8597,72.171,11.5032,0.0854,6.557,5.9697,10.9262
-39.04,76.209,62.3106,16.8823,20.8669,9.2217,94.4033,1.4243,0.2292,1.1695,1.63,2.4846
67.53,19.6916,38.0255,28.0055,20.0689,27.2444,9.1382,29.2302,0.2278,3.5866,56.0265,35.2897
3.46,65.1682,55.6585,17.4105,28.3803,9.3133,83.3804,5.1546,0.147,4.3346,4.2135,7.0025
-29.57,71.6763,58,16.5026,19.0751,11.1525,90.581,1.4147,3.1107,0.791,2.1006,1.9087
-8.91,71.2693,56.661,12.0968,22.59,12.2159,90.0911,4.1007,0.1137,0.5644,2.9525,2.2293
-19.87,69.2511,57.0054,18.1985,22.2483,11.1923,87.4377,2.3487,0.2942,0.5627,7.4773,2.2491
-13.42,68.3074,58.0232,13.8727,23.2585,9.7091,86.2277,5.9026,0.2803,1.3369,3.085,3.0237
-23.32,74.4746,59.053,13.5345,18.6525,11.9031,94.74,0.8767,0.3027,0.4321,2.1896,1.5717
5.22,66.4835,56.694,15.0006,22.8596,12.3508,89.9296,4.0679,0.2743,1.406,2.9088,4.2726
16.67,73.7122,59.1016,11.5725,32.6699,9.7183,86.3477,4.3067,0.0563,1.7409,4.7688,6.7069
-1.93,65.641,56.7452,16.4013,27.958,9.2917,92.6188,1.897,0.2235,0.7605,2.7013,1.9325
-18.48,73.8612,57.5004,16.5803,22.6004,11.0623,92.0858,1.5335,0.0756,0.7756,3.876,4.4094
9.67,68.7556,64.7594,9.0411,35.0454,8.9304,71.4683,9.7997,0.146,3.5172,12.1912,11.4701
14.73,64.5772,55.7118,14.1995,34.3557,8.1934,75.495,13.0133,0.4513,3.5485,5.5037,7.1566
5.02,75.3832,58.4419,9.873,26.8009,8.5359,91.9592,2.9018,0.2483,0.275,3.014,3.7401
-2.16,71.4015,56.0935,17.779,19.076,12.6109,81.6233,5.6243,7.1498,0.5428,3.5442,3.0014
-31.4,70.6743,54.4928,14.9023,18.2171,12.6888,92.6947,1.9815,0.2852,0.7773,3.0981,1.8268
-31.67,72.2589,61.3006,10.8733,22.2819,7.7539,90.5221,2.017,0.8303,0.7871,3.2971,1.9115
-15.61,74.8304,58.2153,13.9921,22.0708,13.3177,85.2838,5.4487,0.4702,1.048,5.9126,6.3259
-30.26,86.6897,59.7444,9.8906,16.8489,22.5399,95.9468,0.7973,0.1107,0.0664,1.6611,1.7497
-30.46,73.6095,62.7805,13.6373,21.4831,10.1665,94.5115,1.0329,0.2095,0.5882,2.1593,2.5928
-18.98,56.4773,62.944,14.0177,22.2323,8.9684,81.6372,5.716,0.3669,1.7059,7.5229,4.0083
54.78,30.1108,51.5768,19.9502,37.4917,17.6164,36.4044,29.9723,0.1362,11.7798,19.0439,36.0765
-39.16,80.8237,67.5969,13.4754,18.4205,9.8529,95.8528,0.6962,0.286,0.5306,1.7349,1.5618
-18.17,74.6774,61.1392,13.1751,26.4516,9.3936,90.7581,2.5758,0.1856,1.2958,3.6609,3.5807
-10.59,77.3505,64.2516,9.7779,26.2076,7.9867,93.0904,1.6698,0.4691,0.896,2.2077,2.6206
21.08,63.5152,54.0391,14.392,38.6304,9.6347,70.5716,14.4755,0.1753,3.5877,8.768,8.7014
-22.57,68.4385,55.0013,19.7742,17.79,13.1671,81.2705,1.8924,0.1481,0.6876,14.0968,3.8599
9.54,80.6704,72.374,5.5567,45.9604,8.605,59.9836,11.1487,0.1239,9.6038,16.9023,22.3843
74.49,24.0692,40.5966,15.8335,61.315,12.7241,46.9136,12.4749,0.1178,12.052,25.8298,28.7268
-9.64,70.6549,58.0032,13.4557,24.6009,8.8087,85.4354,6.894,0.9786,1.1038,3.0187,3.9104
-15.6,67.4776,56.8361,15.4723,25.7455,11.5443,82.0111,5.6823,0.2053,4.0255,5.7732,7.5418
20.02,64.6819,56.0157,14.1119,35.8895,8.988,76.8461,10.843,0.4947,3.6734,4.9115,8.042
-0.06,73.8027,61.5444,8.6641,36.3137,6.0955,89.8394,2.1532,0.2402,1.3706,4.7438,3.775
-0.07,66.8541,68.0177,11.6492,30.3306,10.2576,64.2433,9.9949,0.2334,2.6749,20.4907,10.7757
-36.02,75.5902,60.1802,13.7205,16.1904,12.2716,86.3681,5.6351,0.3325,0.5574,4.9188,2.9533
-20.18,73.7104,57.4525,17.0005,18.9817,11.805,94.0383,0.9608,0.1251,0.6591,2.5926,1.9655
-5.03,72.1603,60.3013,14.8663,31.0524,8.2826,91.1292,1.8242,0.0784,1.3173,3.6867,3.4549
-7.87,81.807,73.2751,4.9809,39.6038,6.9866,78.7148,2.7311,0.0921,2.0408,14.9686,12.8964
45.21,44.7705,57.8949,12.2325,32.1661,17.978,25.0462,17.2135,0.2304,25.3447,28.0449,47.2383
5.63,62.8155,55.1329,11.7088,32.0186,8.1183,83.2101,5.9798,0.071,2.6761,4.9263,5.1877
-14.95,69.334,68.4529,11.651,33.8643,11.2523,61.014,9.3646,0.0998,9.2187,18.4412,23.2501
1.74,68.2919,74.0823,13.8705,41.0892,11.7923,63.1323,11.3121,0.1134,5.8516,17.7075,20.9295
-11.71,72.964,59.3262,17.8674,23.8093,11.3387,91.9716,2.2256,0.7511,0.9879,2.3551,3.7874
5.41,72.1967,66.9902,5.8443,41.3815,5.972,90.3546,1.5304,0.1947,2.9107,3.2109,5.3509
15.66,65.6587,55.6358,11.4493,32.0956,9.2936,72.5951,9.4428,0.2163,4.4253,7.0593,11.0998
-29.06,75.8181,56.8421,12.1037,22.4349,10.3456,93.1683,1.3516,0.1537,0.8808,3.1965,2.9883
-17.64,75.1638,60.9774,15.3955,23.456,9.585,94.9554,0.8259,0.0781,0.7031,1.8583,1.8248
-9.06,73.8868,62.7755,12.1695,21.0724,15.2084,89.0113,4.7572,0.4158,0.8287,3.4865,2.5443
-29.64,72.7403,61.2727,13.693,23.6451,9.51,93.5679,1.566,0.1068,1.5349,1.6469,3.2088
-0.03,80.5713,68.5386,6.8742,36.3455,9.4185,67.5676,7.2591,0.1595,3.8794,19.3133,15.555
-9.16,68.3189,59.1383,15.1518,24.7749,13.2577,71.5147,7.4019,0.2303,1.6308,15.9873,9.3535
-20.6,76.9296,66.1696,10.1527,26.003,8.831,94.9986,0.6162,0.2033,0.7682,1.9472,1.9965
49.25,54.9119,51.4074,18.8936,53.5183,5.5643,77.1234,3.483,0.1442,9.5974,5.1577,12.945
20.92,68.2646,58.0221,13.7915,32.4503,9.2626,79.0502,5.5109,0.0991,1.8621,10.2074,7.8051
-0.16,70.7478,59.2819,9.473,31.3445,8.0572,93.7691,1.1964,0.2676,0.9848,2.5608,3.429
-15.57,74.0485,59.1951,11.296,20.5259,12.091,92.3153,2.7882,0.3084,0.6021,2.7444,2.5626
-19.56,76.4461,63.3989,11.6159,22.6351,10.849,89.9281,2.7166,0.1248,0.7844,4.4101,2.9806
36.27,61.4025,64.8888,8.8399,48.9208,11.9352,53.4787,13.4316,0.1621,5.9237,24.6709,25.541
-45.49,76.9052,62.7725,10.4735,17.673,10.1195,89.9119,3.9524,0.4689,0.4143,3.2899,2.1908
-18.58,80.0202,70.1254,11.9062,25.1964,13.6268,94.7103,0.9596,0.084,0.6517,2.223,2.0751
-8.4,65.1686,57.5746,16.1253,24.838,13.6941,64.0586,19.3946,0.2774,1.5589,12.5585,7.8684
-58.03,75.7146,64.6076,13.6056,14.2096,17.6091,86.7896,5.8394,0.3708,1.0453,4.6838,3.2919
-50.05,76.2602,64.241,23.4214,17.3376,22.5151,86.8823,2.3619,0.3815,0.4179,9.6839,5.7867
4.19,66.138,49.8201,19.4829,11.2807,19.2639,44.5988,48.2532,0.261,1.3292,4.0358,2.8873
-46.08,75.8586,63.4795,16.2783,19.6601,14.8752,92.5176,0.7334,0.4095,0.4207,4.951,3.5365
-52.66,75.2557,64.7635,15.1006,20.677,16.444,88.7353,3.9072,1.3195,0.4398,5.0611,3.1989
-25.85,69.8695,57.0755,18.6299,20.5765,12.2944,65.8222,24.8537,0.2629,0.1102,7.7553,3.5236
21.62,74.4342,44.3075,23.1532,13.6427,21.6241,34.5511,61.1404,0.5728,0.7792,2.1311,1.1042
-13.72,71.3699,53.0548,24.3271,15.8149,18.6642,54.749,34.403,2.5174,0.1497,7.4805,3.9513
-25,80.6747,67.4147,11.7722,29.8593,8.7343,81.9087,9.6757,0.6615,0.5811,4.809,3.8933
21.11,63.3975,59.6103,12.2001,40.1362,8.9359,83.5448,6.2238,0.4041,1.2414,6.5745,6.2109
-40.14,73.9362,60.8618,18.0823,16.4382,18.3655,81.5568,6.0488,0.4124,3.6146,6.1111,5.0173
-9.44,71.4665,66.6779,10.2179,32.2899,10.0747,65.592,17.4469,0.3185,3.7267,10.4397,8.404
-51.07,72.4775,62.358,15.1191,15.7499,20.0424,87.3052,4.5503,0.3652,0.5068,5.4809,3.2253
-46.61,81.8968,72.9511,9.184,17.1168,13.4892,80.4568,13.8376,0,1.7913,2.9192,2.6253
-42.01,72.5592,62.7338,10.6877,29.077,8.3945,86.3776,5.3091,0.2982,1.1698,4.2942,3.1244
-18.49,76.4352,63.472,18.0872,15.9378,19.5573,61.1709,32.7147,0.2116,0.6701,4.0337,2.623
-37.04,69.3946,61.4585,13.2168,22.6152,14.1131,75.5369,8.0558,0.2214,4.3055,9.68,6.8053
11.53,76.351,66.5294,10.1567,42.3641,11.1,71.6953,11.0712,0.0883,1.4971,12.2053,9.2181
-55.07,79.0314,66.3034,16.6588,19.0297,12.798,90.9936,1.2442,1.5267,0.7258,3.1499,2.6994
-15.73,66.721,56.6406,15.98,21.6726,13.2339,59.9347,35.199,0.4256,0,3.6887,2.2984
-49.51,77.9624,69.1419,13.854,23.6867,11.8434,93.404,2.083,0.3928,0.201,3.3254,2.5763
-32.82,67.7816,55.717,20.3569,17.5702,15.7751,72.9066,20.9186,0.2632,1.0341,3.5186,2.4486
-27.93,72.4606,52.3247,22.8355,13.8108,17.016,59.3155,29.9868,3.3959,0.4066,5.3203,2.6932
-18.63,62.9312,64.0346,15.22,25.2502,11.2211,65.876,21.3746,0.5727,2.7388,7.2875,4.6882
16.6,50.7259,53.286,18.366,25.4978,9.0361,43.4599,35.9664,1.3141,2.3929,11.5829,6.3504
-46.21,81.9806,68.1253,9.4665,23.469,9.4919,87.2056,5.5267,0.33,0.4173,3.9753,1.9156
-16.52,74.3834,63.4253,8.9797,34.7299,5.7741,87.2646,2.5371,0.381,0.7703,7.4927,5.1957
-47.48,69.8108,63.3776,15.4002,18.4761,16.0862,80.1773,9.148,0.2667,1.5334,7.1072,4.9014
-45.5,79.7562,67.9234,13.9088,24.0102,12.2184,84.4097,4.9554,0.2982,0.7099,6.8036,4.8797
-22.12,70.3718,56.3252,21.1995,12.0978,24.0328,51.561,23.5979,0.446,0.3782,22.1683,12.2051
62.38,54.3536,50.5113,15.1728,48.22,11.6415,42.4723,35.8838,0.212,4.8716,13.4934,14.1521
27.02,58.7963,46.4098,23.7299,13.5631,18.8776,36.2122,57.459,0.133,0.2146,4.5871,2.1729
13.9,61.573,56.5269,16.8374,33.9997,10.7707,56.6927,25.6661,0.3038,2.3327,12.8085,8.6443
-13.45,73.7914,62.3059,13.1637,21.9744,13.8251,63.4701,24.7973,0.3888,0.4912,8.419,5.5921
-27.77,65.2702,59.7941,14.4505,21.2285,15.1739,72.4651,16.169,0.2818,1.526,7.0087,5.3546
-13.75,77.5334,63.4751,13.4878,14.3079,10.9463,63.2577,33.417,0.9439,0.5282,0.0953,0.7447
-60.13,83.0239,67.5798,17.0507,12.9298,18.1444,86.5907,0.1998,10.0952,0,2.0919,1.3045
-6.59,72.1495,60.3906,14.2768,22.5137,15.6744,57.9962,29.7785,0.3708,0.5259,7.9473,4.4026
-11.9,70.6728,52.0239,22.8591,11.0392,24.9883,46.7599,34.6551,0.4422,0.0808,15.0858,7.6546
23.12,58.7797,54.4647,15.8043,36.0262,10.9408,50.3499,33.5315,0.4067,4.9262,7.97,10.3064
21.22,62.6255,46.2364,25.8028,14.4466,21.3849,38.4001,52.6099,3.5163,0.7306,2.8814,1.9359
-22.45,65.369,62.971,15.7968,21.8586,12.5294,61.3367,20.4138,0.7824,1.0447,12.7673,6.1618
