Margin D,% Home Ownership,% Married Couples,% Poverty,% Bachelor's Degree or Higher,% Less than High School,% Non-Hispanic White,% Black,% Native,% Asian,% Hispanic,% Foreign Born
-23.95,78.4648,71.1588,5.0045,37.0167,6.0044,84.2496,6.7113,0.1545,2.8993,3.9036,4.9518
-45.17,73.4867,62.4324,15.0827,16.4484,10.6891,93.4929,2.4951,0.2093,0.4,1.8195,0.8642
-32.36,70.2458,59.1919,14.8959,21.5538,10.4926,85.0797,7.4929,0.447,1.2498,3.3633,1.8037
-49.87,75.4647,65.4096,10.9009,20.0727,8.1618,94.7743,0.8994,0.4318,0.7233,2.4588,1.5319
-53.3,72.0587,63.3452,14.6281,16.7289,12.6885,88.1363,1.0744,0.1386,2.2328,7.0097,4.7155
-49.02,76.6058,68.0614,8.1718,14.2597,11.7788,91.5658,0.595,0,0.3289,6.0155,2.7985
-52.42,73.012,60.2139,14.1001,11.4005,11.9753,94.88,0.3647,0,0.7534,3.1046,1.4395
-33.56,71.8651,61.6376,13.4832,17.8791,10.2999,92.5872,2.0714,0.1925,0.8882,2.798,1.267
-56.87,77.7428,65.077,10.9214,12.0135,12.2086,95.0271,1.4255,0.4655,0.2274,2.4648,1.2811
-34.12,72.6513,67.5386,7.4228,32.6788,7.8952,88.9972,2.3836,0.1158,3.3777,3.5767,4.5558
-47.39,64.5565,60.2933,15.5179,16.9278,11.3097,92.702,2.76,0.1268,0.9065,2.0289,1.2977
-51.31,74.7782,65.6051,9.8198,23.337,14.3244,87.8446,0.7452,0.2277,1.2589,7.9623,4.8763
-54.12,82.142,80.4042,6.4108,10.4724,38.2175,94.124,0.1914,0.0587,0.0536,4.0492,1.6763
15.05,69.6928,55.938,15.5672,22.5668,11.3435,54.123,23.3808,0.1939,1.3868,18.9804,6.7765
-7.22,72.3414,56.4945,15.1912,18.0182,11.5291,79.2736,10.9184,0.2851,0.5692,6.5989,3.3217
-50.6,76.9767,64.6347,12.4153,15.7883,11.7464,95.6837,0.3952,0.4962,0.4896,1.6708,1.4468
-22.57,69.641,57.0428,16.5323,18.4036,11.5908,84.8457,7.7533,0.1584,0.5098,4.0949,1.8022
29.15,53.8578,47.2379,17.7954,30.8783,13.949,55.2456,27.6432,0.198,3.2696,10.393,9.5395
-40.81,74.7168,69.2176,12.9758,19.6746,15.0643,87.2624,0.5725,0.0151,0.4671,10.0902,4.9073
-58.67,78.1944,60.9419,11.6957,13.736,11.9101,97.0427,0.754,0.3231,0.1763,1.1457,0.1958
-53.14,71.4863,64.1168,15.2793,13.0194,13.8609,88.7198,5.3776,0.8293,0.5808,3.2137,1.3263
28.17,55.9219,50.2382,23.5052,45.7264,7.2702,83.5137,3.0254,0.1816,6.6714,3.4125,8.1803
-49.11,71.5447,65.4508,11.4359,18.1591,10.246,91.8771,0.7235,0.1724,0.8201,4.7954,3.0611
-54.57,77.1453,66.3493,10.5422,17.2519,11.8896,96.0013,0.4076,0.0372,0.798,1.576,1.433
-52.09,77.9114,62.3883,12.8257,11.8704,14.2525,92.9531,0.2358,0.1358,0,6.418,2.7087
-49.69,76.6141,66.6003,7.4397,13.7373,16.3959,87.0627,0.4799,0.1326,0.6525,10.2892,4.8562
-45.08,76.2427,71.1905,7.1491,14.6837,12.3544,96.4079,0.3916,0.1021,0.4426,1.2598,0.9704
-47.65,74.3733,57.8712,14.8442,10.921,16.8277,95.0934,2.5582,0.087,0.4912,0.6395,1.8266
-49.14,79.1933,62.9223,15.3936,13.1025,14.5932,96.1459,0.2256,0.384,0.4944,1.2575,1.1471
-55.57,78.7519,69.1251,14.5075,11.989,13.8003,94.4943,0.5842,0.7376,0,1.6169,1.3218
-24.56,77.7413,66.3918,11.9307,16.1146,9.7025,94.1053,2.8897,0.2146,0.5078,1.3925,1.0156
-52.68,82.3552,66.2904,11.7326,14.1168,13.2101,96.3241,0.8806,0,0.8968,0.9291,1.4623
-6.09,75.0717,64.9329,9.8855,28.4316,6.4135,83.1993,3.4637,0.1589,1.3793,9.97,3.6012
-40.76,81.7233,70.4545,8.9314,21.9038,6.5856,95.939,1.4593,0.0743,0.3013,1.1933,0.7042
-47.93,75.927,62.4386,12.2444,12.7538,11.5266,94.1237,0.1911,0.1592,0.645,3.0098,1.5049
-50.2,71.6016,65.2335,11.343,16.7755,11.1326,91.7612,2.5439,0.1498,2.477,1.9286,2.8568
-52.39,76.2831,58.8731,14.7429,14.341,12.4935,92.7746,0.5897,0.0963,0.1083,3.4622,1.7813
-59.47,75.8916,67.554,11.9147,18.0472,10.6735,95.5444,0.391,0.2395,0.9686,1.8316,1.5815
-53.97,71.3664,64.4205,14.4666,13.9111,12.6433,95.6854,1.6285,0,0.1142,1.6525,0.7211
-45.54,68.1757,58.361,15.5152,29.5741,11.4729,72.5601,12.6695,0.2846,2.3899,8.6971,6.4748
-47.74,71.9652,66.1958,14.8729,11.9528,16.7802,95.366,0.202,0.3409,0.4924,2.277,1.1701
-38.48,73.2985,65.1313,11.2568,18.6666,12.6635,92.2769,1.1679,0.0473,0.5626,4.2149,2.5181
5.85,81.8506,71.9113,9.296,15.2008,9.504,94.8648,0.6994,0.1467,0.3375,2.9002,1.5993
-46.81,80.1497,62.02,14.8302,11.8693,15.0978,94.2314,0.8627,0,0.2614,3.7862,1.9606
-42.16,77.7715,66.7543,9.3258,21.7518,8.8514,93.8002,0.3309,0.0929,0.4412,3.5411,1.6486
-50.45,74.3721,62.0905,12.0022,12.096,11.2646,91.9247,3.8784,0.0675,0.5113,1.7366,0.9793
-52.21,74.8448,64.632,18.9742,10.9058,16.145,95.3767,0.9546,0,0.3837,1.9747,1.8905
0.61,55.0832,53.695,18.7178,38.7277,8.3675,75.8286,5.1949,0.2521,8.097,8.3256,12.0139
-52.68,81.7127,71.5109,8.5367,24.6675,10.7037,94.8885,0.1055,0,0.2506,2.8031,1.2663
-56.04,71.9802,64.8936,7.3781,18.5193,12.5645,95.4168,0.0562,0,2.0385,1.7714,1.9963
-9.57,64.7837,55.3642,16.6752,27.0121,9.9195,83.6065,9.5002,0.1065,1.2345,2.6554,2.8474
-40.63,73.1393,61.1039,14.9489,14.2216,9.0351,96.4283,1.1455,0.2832,0.2252,0.8817,0.8366
-14.73,61.8088,53.2551,19.057,25.1455,11.6411,85.4893,6.6658,0.1656,1.8454,2.6857,2.9909
-49.87,73.9854,65.3761,11.5263,18.126,11.2092,94.3356,1.0545,0.7742,0.3855,2.6092,1.5196
-54.27,83.8546,68.7615,11.7647,19.4048,8.0442,95.9208,0.5706,0,0.2792,1.8089,0.8255
-27.8,78.5062,72.3772,6.8975,30.2971,6.7581,92.394,1.6506,0.1814,2.6654,1.8706,3.6769
-52.15,77.8154,69.6169,11.9146,13.4047,14.9516,96.7646,0.0934,0.3806,0.3411,1.343,0.7254
-29.06,66.9457,56.1355,16.3642,18.2108,13.5302,88.1342,4.7677,0.1462,1.1109,2.9996,2.3876
-56.42,78.8575,71.5937,8.4181,18.2048,7.7531,94.3522,0.7997,0.2249,0.4106,3.0738,1.353
-44.11,77.5483,65.6198,9.2349,16.3609,11.2361,89.3288,0.4721,0.3313,0.2278,8.3689,4.2362
-49.14,82.1787,68.5589,9.6562,20.7171,8.1551,95.4254,0.4062,0.3469,0.3676,2.0575,1.4082
-41.15,74.3125,63.9373,10.8755,18.4751,5.7869,95.9915,0.5505,0,0.5505,2.0607,1.5526
-43.52,81.7272,68.865,14.0798,15.5522,6.2359,98.0381,0.0545,0.109,0.2452,1.3351,0.5995
-29.09,79.3381,68.7884,10.9571,17.7626,11.7349,90.4655,1.2742,0.2606,0.5574,6.617,5.2921
-40.22,71.0069,62.1608,17.6509,16.3352,9.8416,95.1654,0.7147,0.1927,0.4658,2.0077,0.8995
-35.79,76.7837,63.8914,11.667,17.072,10.5211,96.5715,0.0359,0.0359,0.2693,0.5744,0.4667
-27.51,82.8449,71.4449,8.809,22.1114,5.9152,96.029,0.5188,0.1599,0.3316,1.5057,0.7802
9.02,65.4853,56.8949,15.8136,29.0977,8.6051,81.0889,9.3993,0.3142,2.3687,4.4013,6.4029
-15.59,78.1267,67.9286,7.6128,25.2939,6.0822,94.3421,0.6371,0.0531,0.311,2.6356,1.4183
-16.06,82.6788,72.2664,7.3882,30.655,3.5975,95.0531,0.8808,0.2051,1.1503,1.5766,1.4237
-20.89,79.3125,67.1389,8.6927,21.5494,5.8979,96.1029,0.1705,0.3551,0.2557,1.5769,0.8097
-25.65,64.6066,63.9211,12.9327,19.7151,21.5536,59.5673,2.5177,0.01,9.9063,25.4861,20.0668
-38.51,77.9021,71.3322,10.3109,17.2649,7.4895,96.5546,1.0254,0.1709,0.2119,1.3809,0.9161
-42.2,78.823,66.5325,12.5665,18.6651,6.1884,94.2426,1.5394,0.3079,0.3592,1.9499,1.2726
-37.79,75.8309,69.6968,8.5792,22.3732,6.4598,96.943,0.0937,0.0148,0.2022,2.4949,1.5039
-38.04,69.2282,63.1904,13.8458,20.0622,11.9923,95.2945,0.1986,0.2444,0.2826,2.7041,1.2986
-17.04,81.2204,70.2254,6.9193,22.1605,4.4244,95.5464,1.4087,0.2113,0.363,2.0426,1.2082
-6.31,69.1076,59.6349,10.1465,23.6097,7.3247,90.5939,1.7346,0.2965,1.1463,4.87,2.3533
-39.26,74.6193,61.5512,11.0978,22.2317,6.881,93.388,2.0101,0.3438,0.7934,1.6045,1.5604
-31.29,80.6689,72.2776,6.6942,17.2156,7.1661,95.7592,0.9895,0.1663,0.1247,2.5279,1.7379
-35.93,70.4236,65.5688,12.9128,15.9624,12.2379,82.6496,0.0641,0.3312,0.7372,14.2842,6.25
-38.74,67.7205,62.4315,10.8508,22.7313,6.4369,93.2268,0.2899,0.0432,0.6477,3.6889,2.486
-28.83,74.5273,63.6663,11.5256,17.704,10.0637,95.9262,0.9645,0.1872,0.4482,1.9234,2.5645
-10.32,73.262,58.9975,13.0811,17.9142,9.0965,91.1403,2.75,0.3006,0.695,3.138,1.4134
-36.82,69.1471,65.0024,17.6988,14.2549,19.8344,65.8213,2.724,0.2759,2.0723,28.0733,17.1011
-1.98,73.7318,72.933,5.2216,50.3805,4.3652,85.4235,1.899,0.1125,4.5064,6.1241,8.1953
-49.22,85.2015,76.2797,9.8827,19.4742,16.8813,96.8161,0.0448,0,0.639,1.4686,1.3565
-39.3,67.0313,67.9972,18.4247,25.0413,10.9298,92.6808,1.7671,0.3008,0.6893,2.9954,2.3813
-35.08,84.3637,74.6652,9.1798,16.6299,8.3022,96.5722,0.2095,0.3201,0.3026,1.5539,0.71
-8.52,70.3156,55.642,16.1143,20.1356,7.9624,87.3331,5.6746,0.193,0.7668,3.2143,1.7417
-33.59,79.3859,63.2507,8.2357,33.5504,4.0006,95.6969,0.4496,0.2803,0.8875,2.0085,1.5239
-2.89,73.3394,63.9458,11.416,30.7568,7.2948,90.7488,3.5099,0.1588,1.0744,2.4695,2.7696
-35.96,78.0971,62.8252,12.4161,18.8233,9.3267,87.0735,1.9814,0.1695,0.2543,9.7478,5.0117
-22.68,76.5732,63.9498,11.3579,18.2861,8.2934,93.6525,2.1613,0.0808,0.2525,2.4441,0.9292
-19.42,71.2154,65.947,14.506,19.7772,9.907,91.5305,1.7167,0.6145,1.5013,3.237,3.3067
-35.01,74.666,66.7634,13.6473,17.9686,8.8996,86.7644,0.246,0,0,12.7534,3.2572
-42.29,76.3328,66.4906,10.5621,18.8653,7.8789,94.702,0.763,0.6047,0,2.7786,2.4331
-28.75,73.4072,64.9087,8.2814,18.6548,6.5831,94.6034,0.4246,0.1453,0.7374,2.905,1.8883
-37.42,81.5519,73.062,5.5964,27.8975,5.4474,96.9347,0.6017,0.1057,0.2764,1.2847,0.9757
-35.89,79.6496,70.8789,8.6783,19.7983,6.8869,95.0323,0.3187,0.1406,0.2437,2.7182,1.7809
-26.6,72.3758,68.32,9.8095,24.3223,6.7204,89.1845,1.3469,0.0467,3.0339,6.0279,4.3942
-43.86,77.0772,70.7398,10.0274,23.8089,6.6519,93.1679,1.5923,0.1759,0.3055,4.4066,1.6941
-31.97,74.8881,63.6773,9.649,20.7651,7.5607,91.8469,1.2309,1.4067,0.0762,4.355,2.45
-38.37,75.7269,66.1501,9.7934,19.4596,8.4801,96.2027,0.1916,0.0355,0.4897,1.7389,0.6743
-32.38,71.174,63.9639,10.7116,19.631,7.4467,88.0447,2.2266,0.1755,2.5926,4.8844,4.1222
-27.33,79.6588,69.587,9.006,15.8439,9.0924,96.5099,0.3143,0,0.4336,1.6042,0.8454
-44.62,74.2453,65.1579,13.0056,21.2058,7.178,93.4268,0.3977,0.2931,0.314,4.3961,2.3236
-51,75.5563,68.3139,9.6128,18.5896,6.7807,95.3485,0.6086,0.6086,0.2319,2.4489,1.2172
-25.27,80.413,69.3822,8.7428,18.8365,6.1813,94.9842,0.7536,0.0494,0.4942,2.8661,1.1428
-26.15,79.0144,64.7139,13.0945,19.195,7.4419,95.4745,0.4742,0.0103,0.4072,1.469,1.4226
-21.54,74.5025,66.9251,9.0373,18.7843,6.0937,93.457,1.9935,0.2056,0.4652,2.3451,1.6499
-1.38,66.2866,55.5186,12.0866,31.4902,6.8055,80.5268,7.1248,0.0165,4.3531,3.0417,9.2903
43.23,58.4926,56.4454,18.0969,52.808,5.0596,78.3708,7.2023,0.1878,6.223,5.6166,11.948
-21.47,78.3149,69.7434,9.0389,19.5298,7.6593,93.8713,2.1159,0.0876,0.9534,2.0332,1.2744
-44.94,78.4024,68.0533,9.9084,18.2758,7.1259,96.3683,0.4515,0.2159,0.2846,1.7472,1.168
-39.37,75.6997,65.1239,10.878,17.5012,6.0808,94.7657,0.7077,0.3472,0.5608,2.6839,1.2886
-19.31,74.4116,63.4208,14.1818,16.4158,7.0365,90.8113,2.7639,0.225,0.6223,3.6141,0.9758
13.74,73.8306,61.3233,10.2034,33.1374,5.5063,85.8077,5.3944,0.2019,2.2693,3.2489,4.4224
-33.27,76.9089,66.208,10.1458,14.8782,15.8891,78.1446,1.0735,0.8409,3.3727,15.781,9.0177
-43.26,78.141,66.2491,11.799,17.0248,7.9248,97.495,0.0816,0.0233,0,2.004,2.9593
-67.61,85.3562,78.6053,4.6359,20.6928,9.4082,95.4399,0.0849,0.1698,0.2548,2.6495,1.6559
-34.34,78.4432,75.4535,5.0345,24.5037,5.7731,95.3223,0.2373,0.0687,1.2553,2.0422,1.2303
-47.38,69.0153,64.299,13.6737,21.9954,7.8292,93.1872,1.331,0.2572,1.543,2.2379,1.9446
-33.72,70.8043,69.9803,7.8055,28.7944,6.6833,94.5979,1.0521,0.1959,1.1184,1.9263,1.8419
-7.69,70.4845,64.7549,12.0259,18.7984,16.1528,70.9013,1.1936,0.1076,3.6708,21.9473,13.4521
-37.22,77.8538,71.2052,8.3294,24.1212,7.2141,94.0668,0.6851,0.7649,0.4656,3.1928,1.4767
-27.9,80.7577,68.6441,6.8573,19.0391,8.2186,96.4367,0.3017,0.4431,0.4619,1.48,1.0275
-38.94,72.35,63.067,14.5929,15.2732,7.7153,94.6277,0.3093,1.7297,0,2.0046,0.1833
-46.4,79.9029,70.353,10.5325,17.3524,12.2696,96.2598,0.0256,0,0.1025,0.9863,0.6661
-38.97,70.224,61.2396,11.9797,18.4655,9.562,93.7332,0.1094,0.5073,0.1691,3.8098,1.88
-7.02,73.4334,64.0598,9.6317,21.5226,11.032,76.733,2.4692,0.2028,0.8697,17.8997,6.4632
-56.84,71.681,66.3592,10.6667,18.7722,7.8513,92.4539,1.1276,0.1446,0.9541,4.9223,3.137
-62.77,78.3897,66.1747,12.5294,17.8824,11.5529,89.0945,1.2558,0.2479,0.1322,8.0965,4.2631
-42.95,71.5446,66.5462,11.449,20.2335,8.4778,91.0401,1.9649,0.3799,0.9955,3.4844,2.6068
-37.33,72.3393,67.8213,6.3935,25.4841,7.3068,93.3467,2.3103,0.2221,0.3332,2.8102,2.4547
-49.32,77.5122,70.1719,9.0758,23.1807,6.8906,91.7066,0.9255,0.4508,0.6502,5.2298,3.1115
-49.52,77.2628,65.369,10.7363,14.9887,7.8122,92.8645,0.5885,0.309,1.3388,3.8252,4.1783
15.25,67.0976,58.9905,10.3962,36.7098,8.4793,77.7116,6.5536,0.1751,4.5443,8.3745,9.0536
-16.77,68.4339,60.6967,10.7282,21.4675,10.5351,87.7646,1.695,0.333,0.7656,7.7051,4.2123
-13.32,68.585,62.687,9.922,26.1281,6.0667,91.6467,1.9252,0.0109,2.1264,3.2032,2.7355
-46.39,77.2197,69.7449,8.7002,21.3871,7.2548,95.3868,0.0806,0.3626,0.9871,2.5181,1.3699
-48.28,79.3879,67.7174,9.8749,20.0259,7.2036,94.8786,0.7243,0,0.4387,3.1422,1.9282
3.51,69.0216,60.6547,12.0669,31.7927,7.1714,79.9734,7.4528,0.2331,2.711,6.7209,4.1659
-40.29,77.4553,69.2355,7.9796,22.1588,7.5765,94.5545,0.7582,0.2585,0.1896,2.9726,1.887
-66.46,80.3396,80.0706,6.2957,29.0953,9.7563,86.901,0.3503,0.0747,0.7379,10.7474,5.9121
17.31,53.5162,54.2251,20.9383,51.6158,2.8438,83.8386,2.2168,0.2063,8.01,3.4536,9.4377
-19.08,75.7943,64.4602,11.9509,15.7831,8.7263,80.748,0.9218,7.2276,0.458,9.7816,4.7969
-52.85,78.2492,65.7279,10.0398,14.4666,9.8242,90.3843,0.0162,0.0486,1.0216,7.7023,3.9565
-31.51,70.4019,61.0605,14.2278,17.9879,9.7405,94.0039,0.5017,0,1.4565,2.9859,2.3062
-52.34,81.3062,71.5339,12.822,14.448,10.8011,96.3357,0.4336,0,0.5175,1.5804,1.4685
-23.63,71.5213,61.7423,14.9412,18.8385,11.8534,82.2145,3.3152,0.0825,1.2293,10.7766,7.6634
-16.78,79.0061,71.504,8.166,31.9078,4.6412,94.1988,0.4653,0.0799,0.659,2.8417,1.5876
-20.48,70.9579,68.0629,9.8577,21.8208,8.5789,91.0226,0.7783,0.2443,0.5973,6.1674,4.0588
-51.82,81.1082,68.112,17.2026,12.6748,12.1018,96.0803,0.2955,0.3733,0.0933,1.5866,1.291
-24.26,67.9995,55.9753,13.7302,19.9237,9.5279,87.1501,4.671,0.3147,1.3709,5.0294,2.8212
-26.33,76.0323,63.2913,8.9655,21.7507,7.5594,91.4657,1.6043,0.3133,1.2721,4.6421,2.2878
-5.12,79.3387,68.9024,8.2158,30.5616,4.7644,95.0104,1.5201,0.0592,0.6515,2.2456,1.9149
-16.4,66.4445,57.1281,12.6754,23.1198,12.9296,72.9632,3.2275,1.5762,2.8123,16.6192,8.1561
-25.85,77.5851,61.1278,8.6245,17.4597,6.6919,94.2646,1.5447,0,0.3358,2.9819,0.8462
-34.21,71.7034,63.1111,11.6889,17.241,7.6489,85.407,0.3846,0.0235,0.5259,12.0967,5.4007
-44.94,70.7558,59.8913,17.6782,20.3271,8.0958,90.0844,0.9955,0.2947,0.7486,3.5521,1.2902
-56.62,74.3631,71.7121,15.0065,18.067,8.9761,94.8437,0.4978,2.0932,0.0128,1.889,0.702
-34.23,69.3689,65.6372,15.218,22.0424,7.262,88.1239,2.8953,0.2828,0.4795,3.0428,0.9466
-73.56,71.7629,64.4794,16.392,20.6779,8.8619,89.468,0.8002,0.7785,1.622,5.4931,1.9247
-56.21,70.256,61.3063,15.387,20.9194,10.5213,81.5484,1.0547,0.7145,0.2533,14.8112,5.5003
-52.16,71.3982,67.233,16.0995,21.6789,8.6779,90.0808,2.8204,0.2601,0.7599,2.6698,1.328
-48.27,70.2221,64.0694,13.2288,21.1973,6.796,83.0148,0.6649,7.459,0.6233,4.6333,0.8622
-41.37,74.4793,71.9686,9.4874,29.7679,7.515,88.8153,2.3494,0.7197,1.2189,4.8817,2.8427
-52.18,80.6851,66.9545,11.7739,25.4945,8.1868,91.2021,1.6686,0.6068,0,4.7402,1.7823
-72.38,77.6786,62.8755,18.5072,15.871,13.4003,86.0066,0.5417,3.9422,0.3009,3.8519,0.6921
-49.96,72.7078,63.5721,13.0973,19.5974,10.1234,88.0123,0.5947,1.7493,0.446,2.5571,1.1101
-67.11,80.0164,64.2586,9.4419,28.9005,6.4398,93.0957,0,0,0,6.7917,4.2777
-71.32,74.3414,65.1554,10.8951,26.1146,5.2371,89.7335,0.3455,1.0365,1.1352,5.5281,2.3198
-54.59,71.0586,69.7959,8.0897,26.6749,7.1429,93.9743,0.8909,0.6558,0.5939,2.5365,1.559
-54.47,72.9195,62.2993,11.3516,23.9627,7.0488,93.0186,1.8796,0.2126,0.0895,3.1663,1.9244
-55.31,75.8717,63.7426,12.3955,24.55,7.2861,93.2881,0.7996,0.2302,0.0969,2.6896,0.3756
-69.43,79.6272,63.0096,10.5232,16.0256,6.0897,96.0345,0,0,0,3.7931,0.6322
-37.82,67.4272,61.6992,14.1303,21.7758,9.3374,79.6441,2.8825,1.3352,1.6096,10.8597,3.6123
-23.12,59.3824,56.4416,20.3384,29.8783,7.8973,86.5762,2.13,0.3593,1.8579,5.7098,3.585
-69.56,73.7171,63.6722,15.5811,22.5431,6.0084,95.2797,0.5245,0.4545,0.3846,2.972,3.042
-54.19,70.6105,69.3323,11.8709,22.8841,8.548,90.8328,1.3597,0.8817,0.5311,4.6792,1.912
-61.74,72.0289,66.9928,13.3583,21.1273,9.6742,90.2915,5.8824,0.1562,0.0651,2.785,0.7678
39.2,51.3082,54.8342,18.0022,49.6314,4.6337,78.3989,4.1225,2.1914,5.2232,6.2807,7.1145
-60.79,77.9817,66.8468,9.964,18.0786,14.6238,76.1589,0.3486,0,0.7668,20.7041,8.9927
-69.43,79.5213,66.0128,17.9528,15.6051,11.518,90.0515,0.3964,1.7043,0.4756,4.5581,0.8323
-43.45,61.166,56.3582,15.492,36.2954,6.6919,89.4144,1.0843,0.2398,1.126,5.7272,2.735
-52.58,76.8425,69.4455,9.2861,19.509,8.3831,85.7166,3.1937,0.7703,1.2839,6.1627,1.974
-24.57,64.3662,63.4539,12.347,17.0671,28.9856,41.3333,2.7401,0.3401,3.9347,49.9048,22.7265
-32.03,61.5127,67.4749,14.5002,17.7205,26.4431,39.7232,1.9076,0.4623,1.3722,55.0543,25.8199
-38.39,72.3167,66.6359,9.8392,20.4055,7.8361,90.993,0.7982,0.3991,0.3834,4.167,1.7529
-13.95,37.9139,68.8639,13.0412,23.2381,6.2267,56.6025,17.6841,0.9875,2.9566,16.1822,7.0448
-76.48,75.7601,74.355,10.0039,19.6883,7.9481,92.9274,0.1135,0.3404,0.5295,3.4039,2.0045
-63.73,82.2742,67.5141,9.8414,24.7499,7.425,88.5272,4.1683,0,1.7467,1.9849,1.707
-56.7,74.4806,75.1419,11.4843,14.8593,22.9809,51.6539,0.0402,0,0.4286,47.5961,15.4948
-68.62,78.1497,77.7293,5.6769,20.2223,22.631,81.8182,0,0.1821,0.1159,15.9629,11.5085
-73.48,63.0058,72.8769,7.4523,27.1605,12.963,74.5148,0,0.5907,0,24.7257,10.8017
-60.94,73.7811,60.3466,13.3278,19.932,7.5878,91.8928,0.2138,0.0987,0.1809,3.8809,1.0853
-64.85,71.6854,63.9135,10.4979,18.7387,19.1592,64.4925,1.8526,0,0,32.9602,15.6696
-63.75,69.6247,67.2179,16.0721,16.2358,10.3671,90.1502,0.1251,1.3228,0.3933,6.1316,1.6267
-19.74,71.5801,70.1501,9.5831,33.1896,9.5437,82.7667,1.5129,0.1855,0.6318,11.8859,3.6287
-60.56,76.2121,73.8802,10.5316,17.1233,27.5987,66.7994,0.0249,1.3937,0.1244,30.6122,18.4171
-68.99,81.4863,76.4642,11.1536,30.7634,8.9313,88.113,0.0533,0.1066,1.919,7.9424,4.6908
-40.04,75.5718,65.013,11.6653,20.2352,5.3751,83.8761,0.2111,7.5305,0.5427,4.6208,1.3041
-32.1,84.066,72.6147,7.5028,23.1768,6.485,93.5786,0.7253,0.7623,0.0159,2.7369,0.5294
-72.18,81.3043,69.9019,17.7094,19.3182,6.8636,95.1473,0.3466,0.6239,0.1733,2.3917,1.2825
8.2,69.2286,69.754,5.3651,55.9807,4.0408,79.9238,4.5842,0.2041,5.0534,7.6559,8.8565
-61.65,76.1032,68.5841,19.6073,14.7441,24.0676,66.8544,0.3839,0,0.3839,31.7123,13.1303
-60.22,78.5509,72.8268,7.607,24.4231,6.4231,93.1335,0.4632,0.3542,0.0272,3.5831,1.0763
-70.73,70.5584,74.514,6.7187,28.0767,11.812,88.6627,0.6387,0.6786,0.7585,6.3872,4.1517
-35.96,69.5083,64.0971,18.3967,18.7346,10.1952,85.4217,4.7169,0.7456,0.1541,4.5281,0.6213
-72.29,75.5614,69.2752,11.9949,23.0553,5.717,91.0486,0,0.7673,1.2148,6.7136,3.133
-21.17,67.4201,68.5237,8.5121,31.4953,7.8211,78.9027,8.1875,0.5709,1.449,7.011,2.6528
-64.4,77.8846,58.5848,9.2208,22.7955,6.7073,94.7438,0.1643,0,0,3.3509,0.3614
-62.46,77.4961,65.9696,16.3327,16.155,10.2632,93.5477,0.548,0.6618,0.517,2.6988,0.3826
-72.91,69.2108,69.1697,8.0866,16.6057,8.9817,90.0535,0.0713,0.82,0,6.1319,2.1034
-10.64,60.0118,58.3881,16.9461,27.4783,11.7369,71.1016,2.2285,0.5173,2.0691,21.2294,10.2042
-48.25,69.5071,69.6542,8.7651,27.9837,8.7427,91.5847,1.0817,0.4971,0.6756,4.2182,1.5787
-48.3,78.539,69.9919,8.6867,25.0366,8.4349,92.5527,0.7188,0.1505,0.2842,3.7362,1.0197
-40.38,78.7026,68.5863,8.9424,18.8818,7.8035,94.6148,0.3077,0.0513,0.3898,2.5233,1.1283
-69.04,69.2126,70.8405,6.5137,20.2977,19.3174,75.4545,0.622,0.2153,0.7177,20.4785,10.6459
-39.25,79.2287,71.1004,6.8873,29.8062,4.0396,92.6953,1.4873,0.808,0.5716,3.2259,1.2628
-62.76,71.284,61.7111,14.7835,26.0723,5.1807,94.9227,0.716,0.716,0.2766,2.441,1.2693
-49.93,68.7758,57.771,18.7158,19.5133,11.1739,79.4318,4.9445,3.241,0.9748,6.7556,2.5891
-48.12,80.3509,69.7102,8.9931,21.4056,8.8097,91.5738,0.1976,0.1078,0.4312,5.0126,1.8685
-73.79,69.4605,65.7452,10.2056,17.2932,16.0043,71.2055,0.7988,0,0.6173,23.3842,11.0385
-65.74,74.9189,74.2758,8.7689,25.3661,5.8282,95.1388,0.7213,0.6027,0.1186,2.1045,0.8201
-46.15,70.353,62.729,18.7865,18.0924,9.2132,89.7753,1.2106,0.3911,0.0683,5.5687,2.3032
-78.65,83.3727,74.5673,10.1918,19.4101,9.0866,87.3435,0.5216,0.3129,0.3477,10.2225,7.0932
-68.04,80.1639,61.73,12.363,18.7876,10.9469,89.0011,2.7727,0.5692,0.4958,5.1965,2.2035
-44.42,74.6935,65.5403,14.2729,19.2413,9.2431,93.2372,0.5919,0.1511,0.1889,3.2492,0.6801
-69.3,74.7573,64.9825,14.817,23.5804,6.0726,94.4476,0.4816,0.3966,0.085,2.153,0.8782
-65.93,79.5993,71.3613,9.8918,24.4613,5.0686,94.0914,0.979,0.5668,0.6183,2.7138,1.0306
-51.18,66.0539,64.8498,6.3661,19.5521,9.3826,84.1303,4.4049,0.8599,0.0603,7.7086,1.1766
-75.52,75.734,68.9609,9.8118,21.7543,7.6448,93.6517,0.618,0.3745,0.5431,3.3708,1.7978
-46.93,78.6503,77.5634,8.0896,33.7909,5.7556,89.8771,1.3041,0.8513,0.78,5.183,2.2602
-52.58,67.7437,61.9121,11.6592,30.3179,7.9154,88.3411,2.5286,0.2962,0.1058,7.1519,2.2323
-69.61,74.0646,72.1298,10.9746,24.052,4.2254,89.8082,0.6395,0.7194,0.1199,7.1942,3.5572
-34.06,69.2852,63.8633,12.8629,20.9037,11.4839,84.0452,2.7149,0.7632,0.564,9.4814,2.8296
